,0to20K,20Kto40K,40Kto60K,60Kto80K,80Kto100K,100KPlus
0,0.00343794253630504,0.0078728299895766,0.012147598363814,0.0247421086653845,0.0213186282210894,0.0390554137814535
1,0.0021560115913505,0.00831267975656468,0.0120919496116326,0.0157633826962386,0.0122304401060704,0.0221449784651847
2,0.00203751937574532,0.0117848200336954,0.0164639942520616,0.0148044513757542,0.00981553930534921,0.0174476355630872
3,0.00210359974700159,0.0133941377166929,0.0181431153757499,0.014280602312622,0.00854018317890465,0.0150322489070767
4,0.00235367173283914,0.0139750873804023,0.0181246062781166,0.0139400139242085,0.00782971725453369,0.0137614656681039
5,0.00274902777551806,0.0141704544555014,0.0172815839682768,0.0135563426537574,0.00725760822772039,0.0127553509881031
6,0.00321777305240584,0.0142549328434308,0.0161348011605784,0.012992953729404,0.00664730206401348,0.0116156401782276
7,0.00367873523789195,0.0142769068453527,0.0149528939173295,0.0122031479476564,0.00596567523657112,0.0102514730898374
8,0.0040582810957134,0.0141706792440483,0.013832740618956,0.0112189979445495,0.00524531184979571,0.00874300128255233
9,0.00430196871343811,0.013850350931305,0.0127751263394498,0.0101220338927643,0.00453061183726803,0.00722813876555769
10,0.0043815011545395,0.0132691573834541,0.0117414267678945,0.00900445054436457,0.0038533663961874,0.00582922140084558
11,0.0042962056958312,0.0124397231184312,0.0106894304862585,0.00793456543036223,0.00323097764001348,0.00462068701958098
12,0.00406970961640891,0.0114231596222782,0.00959195519371904,0.00693893974273864,0.00267424726498739,0.00362697435408438
13,0.00374265927544619,0.0103015012057826,0.00844390051494081,0.00600592428479885,0.00219361091536943,0.00283632170545543
14,0.00336260648415675,0.00914898542959671,0.00726245393739373,0.00510570993199054,0.00179897004193146,0.00221838003952292
15,0.00297301297088385,0.00801391911944498,0.00608300659378095,0.00421526567548785,0.00149450892678014,0.00173835063932916
16,0.00260417999976769,0.00691602257548328,0.0049517520548744,0.00333594082617955,0.00127318225269031,0.00136512576353642
17,0.0022689023896927,0.00585679889269536,0.0039158594336986,0.00249661180848984,0.0011152486227063,0.00107411189017401
18,0.00196422856868563,0.0048352916284469,0.00301312452425775,0.00174284214909317,0.000992488224205197,0.000846737468621588
19,0.00167832719359938,0.0038605095276375,0.00226396066133596,0.00111871478360428,0.000876536805377305,0.000668640735980455
20,0.00139932856436776,0.00295490143974369,0.00166836714589233,0.000650204186879052,0.000747710719033169,0.000527932475219384
21,0.00112231032496675,0.0021485919047091,0.00120881186593345,0.000336888101270839,0.000600512068123862,0.000414237453652092
22,0.000851738880538471,0.00146872060376654,0.000857616348211636,0.000154184153706894,0.000443527782092695,0.000318652998352476
23,0.000599019222089029,0.000929888488559555,0.000585761766046076,6.36325965360327e-05,0.000293894342541632,0.000234364681110638
24,0.000377119283518135,0.000529945106989425,0.000369935608418723,2.59355634849423e-05,0.000168841716563908,0.000157454369982445
25,0.000195422994031855,0.000251483938887698,0.000196110492137006,1.12460168551024e-05,7.79479338579339e-05,8.75369104486946e-05
26,5.69811459484131e-05,6.74925728140743e-05,5.90483921973661e-05,3.43177235961823e-06,1.9724811747808e-05,2.739889792405e-05
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
