"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,3,4
2,0.559057076691239,0.440942923308761,18,11
3,0.621684572510825,0.378315427489175,20,6
4,0.329426802845101,0.670573197154899,5,0
5,0.272316431246138,0.727683568753862,6,8
6,1,0,12,0
7,0.676166071004249,0.323833928995751,13,12
8,0.233455388714992,0.766544611285008,5,4
9,0.134342821827482,0.865657178172518,1,0
10,0.511086890555729,0.488913109444271,2,1
11,0.532061763030145,0.467938236969855,5,0
12,0.982822957446191,0.0171770425538087,34,2
13,0.574043705293349,0.425956294706651,2,0
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,1
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,1,1
18,1,0,11,0
19,0.458896381705954,0.541103618294046,5,0
20,0.153884141884506,0.846115858115494,1,0
21,0.48565728180227,0.51434271819773,0,0
22,0.634547071721447,0.365452928278553,3,0
23,0.220262195048898,0.779737804951102,5,1
24,0.143309869173441,0.856690130826559,0,1
25,0.172627570488467,0.827372429511533,1,1
26,0.623000745791246,0.376999254208754,16,3
27,0.0664638925860683,0.933536107413932,2,0
28,0.13006920545436,0.86993079454564,4,1
29,0.499509853805331,0.500490146194669,2,1
30,0.122154702334916,0.877845297665084,2,0
31,0.867132597190386,0.132867402809614,32,4
32,0.111509729259209,0.888490270740792,7,1
33,0.725029541552449,0.274970458447551,42,6
34,0.331287719539168,0.668712280460832,11,11
35,0.267488635666556,0.732511364333444,8,0
36,0.605886232197622,0.394113767802378,11,4
37,0.0687078468861626,0.931292153113837,0,0
38,0.301345390186715,0.698654609813286,1,0
39,1,0,19,0
40,0.690788148542229,0.309211851457771,147,30
41,0.927249405732871,0.0727505942671289,44,1
43,0.0168182985519259,0.983181701448074,3,4
99,0.646446399835973,0.353553600164027,5,0
